country,status,life_expectancy,adult_mortality,Alcohol,healthcoverage_percent,Hepatitis_B,BMI,Polio,total_expenditure,Diphtheria,GDP,Schooling,vaccine_total,vaccine_coverage_over_ave
Botswana,Developing,56.9,436,6.21,512.5887995,93,33.7,96,4.71,96,5714.47937,12.1,285,1
Botswana,Developing,54.8,491,6.45,76.31867911,93,33.2,96,4.93,96,5374.554867,11.9,285,1
Botswana,Developing,51.7,566,6.37,629.8425643,92,32.7,96,5.62,96,5351.253732,11.9,284,1
Botswana,Developing,48.1,652,4.9,469.5823898,91,32.2,96,5.56,96,4896.583835,11.8,283,1
Botswana,Developing,46.4,693,5.51,299.3671252,9,31.6,96,4.65,96,4163.6596,11.8,201,0
Botswana,Developing,46,699,6.41,6.3300072,88,31.1,97,6.47,97,355.618382,11.9,282,1
Botswana,Developing,46.7,679,5.48,306.9527349,87,3.5,97,5.73,97,3128.97793,11.8,281,1
Botswana,Developing,47.8,647,5.37,250.8916484,86,29.9,97,4.64,97,3349.68823,11.7,280,1
Brazil,Developing,74.8,144,7.32,83.16465362,96,55.3,96,8.32,93,1226.61731,15.2,285,1
Brazil,Developing,74.7,146,7.24,916.270845,96,54.5,96,8.48,97,12216.9446,14.2,289,1
Brazil,Developing,74.5,148,7.55,843.1946259,96,53.6,96,8.26,95,12291.46685,14.2,287,1
Brazil,Developing,74.1,152,7.58,1084.999766,98,52.8,98,8.9,99,13167.47289,14,295,1
Brazil,Developing,73.8,154,7.52,1111.191325,96,52,99,8.27,99,11224.1548,13.8,294,1
Brazil,Developing,73.6,157,7.33,564.5233902,99,51.1,99,8.65,99,8553.3847,13.8,297,1
Brazil,Developing,73.4,158,7.21,526.3780636,96,5.3,99,8.24,99,8787.61375,13.3,294,1
Brazil,Developing,73.3,159,7.19,394.9321299,99,49.4,99,8.28,99,7313.557962,13.5,297,1
Brazil,Developing,73,161,7.1,30.30374691,99,48.6,99,8.36,99,586.145975,13.8,297,1
Brazil,Developing,72.7,163,6.97,23.76370075,98,47.8,99,8.27,99,477.182746,13.8,296,1
Brazil,Developing,72,17,6.85,186.6090485,96,46.9,99,7.7,99,3623.47667,14,294,1
Brazil,Developing,71.8,172,6.95,15.85781237,97,46.1,99,6.94,99,359.587582,14.8,295,1
Brazil,Developing,71.4,176,7,140.9824766,92,45.3,99,7.13,99,2819.649531,14.6,290,1
Brazil,Developing,71,179,7.13,149.4802091,91,44.5,99,7.19,98,3146.95177,14.3,288,1
Brazil,Developing,75,183,7.26,179.4777293,94,43.7,99,7.3,98,3739.11936,14.1,291,1
Brunei Darussalam,Developing,77.6,8,0.01,269.1432784,99,4.2,99,2.65,99,4159.8652,15,297,1
Brunei Darussalam,Developing,77.1,84,0.01,2845.306444,98,39.2,99,2.61,99,44597.27968,14.9,296,1
Brunei Darussalam,Developing,78.3,79,0.01,3192.634413,99,38.2,99,2.3,99,47651.2599,14.4,297,1
Brunei Darussalam,Developing,77.4,79,0.97,295.7730171,93,37.2,99,2.25,97,4717.273,14.1,289,1
Brunei Darussalam,Developing,76.9,79,0.88,2218.364226,96,36.2,99,2.73,95,35268.1117,14.2,290,1
Brunei Darussalam,Developing,76.8,88,0.25,1873.686852,96,35.2,99,2.85,99,27965.4754,14.1,294,1
Brunei Darussalam,Developing,77.2,84,0.67,2538.941033,96,34.2,97,2.23,98,37951.286,14.2,291,1
Brunei Darussalam,Developing,76,1,0.85,2048.557422,97,33.2,95,2.32,99,32672.36717,14.3,291,1
Brunei Darussalam,Developing,76.3,93,0.67,24.97532919,99,32.2,94,2.24,97,398.96692,14.3,290,1
Brunei Darussalam,Developing,76.2,92,0.16,179.7147814,99,31.2,93,2.62,94,2612.13345,14.1,286,1
Brunei Darussalam,Developing,76.4,89,0.11,1504.30004,99,3.1,92,3.1,92,21896.6527,13.7,283,1
Brunei Darussalam,Developing,76,89,0.12,1406.51194,99,29.1,99,3.9,92,18555.56649,13.4,290,1
Brunei Darussalam,Developing,74.8,95,0.13,941.7036868,99,28,99,3.4,94,16846.2198,13.3,292,1
Brunei Darussalam,Developing,74.7,19,0.47,1078.66244,99,27,99,3.6,97,16468.12886,13.4,295,1
Brunei Darussalam,Developing,74.4,16,0.37,11.79686108,99,26.1,99,3.5,99,188.44826,13.4,297,1
Bulgaria,Developed,74.3,138,12.03,153.1400362,95,65.1,88,8.44,88,7853.335191,14.8,271,1
Bulgaria,Developed,74.1,14,12.06,149.659879,95,64.5,95,7.93,95,7674.86559,14.4,285,1
Bulgaria,Developed,73.9,139,10.99,851.450672,95,63.9,95,7.11,95,7378.25539,14.3,285,1
Bulgaria,Developed,73.7,144,10.67,875.1495189,96,63.3,95,6.88,95,7813.83499,14.2,286,1
Bulgaria,Developed,73.4,147,10.8,766.4454884,95,62.7,94,7.24,94,6843.263289,13.9,283,1
Bulgaria,Developed,73.2,152,10.93,661.5144334,96,62.1,94,6.78,94,6955.987733,13.8,284,1
Bulgaria,Developed,72.9,155,10.98,107.9826127,96,61.5,96,6.61,95,7296.122479,13.8,287,1
Bulgaria,Developed,72.6,157,10.89,591.5100978,95,6.9,95,6.41,95,5932.899677,13.5,285,1
Bulgaria,Developed,72.2,161,10.39,508.6304588,96,6.3,96,6.67,95,4513.13628,13.5,287,1
Bulgaria,Developed,72.1,16,10.48,456.3404657,96,59.7,97,7.8,96,3893.68998,13.5,289,1
Bulgaria,Developed,72.2,157,10.96,384.1473028,94,59.1,94,7.9,95,3381.57837,13.3,283,1
Bulgaria,Developed,72,155,11.19,32.38616103,96,58.6,96,7.43,96,271.46824,12.9,288,1
Bulgaria,Developed,71.8,157,10.2,33.26778134,88,58.1,94,7.41,93,287.534843,12.9,275,1
Bulgaria,Developed,71.6,16,10.72,25.06262895,93,57.5,94,7.23,94,1764.97387,12.9,281,1
Bulgaria,Developed,71.1,163,9.69,15.2357274,94,57,94,6.7,93,169.28586,12.9,281,1
Burkina Faso,Developing,59.3,268,0.01,8.386339501,91,18.8,91,4.96,91,75.1464113,7.7,273,1
Burkina Faso,Developing,59,27,4.64,88.97040214,88,18.2,89,5.91,88,699.452847,7.5,265,1
Burkina Faso,Developing,58.6,271,4.75,78.76987363,9,17.7,9,5.33,9,673.8227,7.2,27,0
Burkina Faso,Developing,58.1,275,4.51,85.55592906,91,17.1,9,5.17,91,666.842783,6.7,191,0
Burkina Faso,Developing,57.5,279,4.55,90.46018236,91,16.6,9,7.17,91,575.4464527,6.3,191,0
Burkina Faso,Developing,56.9,283,4.55,81.14304705,92,16.1,91,7.41,92,552.7455521,5.9,275,1
Burkina Faso,Developing,56.1,288,4.5,107.7988339,93,15.6,92,6.77,93,569.7612784,5.4,278,1
Burkina Faso,Developing,55.3,293,4.58,73.92730583,89,15.1,93,6.63,89,475.11122,4.9,271,1
Burkina Faso,Developing,54.3,32,4.73,64.24025208,76,14.6,94,6.58,86,422.6332374,4.7,256,1
Burundi,Developing,59.1,297,0.01,41.25159038,95,18.2,95,7.54,95,312.7489794,10.6,285,1
Burundi,Developing,58.6,33,0.01,40.15128458,96,17.6,96,8.3,96,282.7555252,10.5,288,1
Burundi,Developing,58,312,0.01,38.73170505,96,17.1,96,8.21,96,265.285651,10.3,288,1
Burundi,Developing,57.4,321,4.16,3.595980333,96,16.6,95,8.58,96,26.479973,9.9,287,1
Burundi,Developing,56.8,33,4.16,31.14187566,96,16.1,94,8.82,96,231.1943256,9.3,286,1
Burundi,Developing,56.2,338,4.05,2.030494673,94,15.7,96,6.96,94,24.944652,8.6,284,1
Burundi,Developing,55.3,35,4.33,15.99415192,92,15.2,89,7.86,92,196.2472628,7.9,273,1
Burundi,Developing,54.8,355,4.54,1.72659515,99,14.8,93,1.3,99,17.79995,7.2,291,1
Burundi,Developing,54.1,361,4.5,21.24915339,92,14.5,88,11.49,92,165.8794176,5.9,272,1
Burundi,Developing,53.4,369,5.54,1.747440948,87,14.1,82,9.84,87,15.57434,5.6,256,1
Burundi,Developing,52.6,378,5.72,11.22655347,83,13.8,76,7.1,83,127.4296648,5.2,242,0
Cabo Verde,Developing,73,117,0.01,414.0242418,97,3.5,95,4.76,95,3529.61843,13.5,287,1
Cabo Verde,Developing,72.8,12,0.01,325.6298627,94,29.7,93,4.29,93,3558.796314,13.6,280,1
Cabo Verde,Developing,72.7,121,0.01,33.55888998,94,29,94,4.61,94,348.482762,13.2,282,1
Cabo Verde,Developing,72.6,122,5.07,4.409153436,9,28.2,9,4.6,9,367.429453,13.1,27,0
Cabo Verde,Developing,72.5,123,4.75,286.8907303,98,27.5,99,4.83,99,3312.825985,12.7,296,1
Cabo Verde,Developing,72.4,124,4.45,339.9777364,98,26.8,99,4.24,99,3444.5566,12.4,296,1
Cabo Verde,Developing,72.4,124,4.16,360.6208825,98,26.2,99,3.96,99,3638.95946,12.2,296,1
Cabo Verde,Developing,72.3,126,5.28,345.463714,96,25.5,98,4.3,98,3112.285712,11.9,292,1
Cabo Verde,Developing,72.1,129,4.25,26.45133197,95,24.9,97,5.11,96,234.28992,11.9,288,1
Cabo Verde,Developing,71.8,134,4.26,3.349816965,93,24.3,95,4.86,95,248.13459,11.2,283,1
Cabo Verde,Developing,71.4,14,4.19,240.139715,91,23.7,94,5.6,93,1976.45856,11.1,278,1
Cabo Verde,Developing,71.1,144,4.16,209.0865,66,23.2,93,5,92,1768.92132,11.3,251,1
Cabo Verde,Developing,77,148,3.82,155.2072669,4,22.6,92,5.17,91,1373.515636,11.3,187,0
Cambodia,Developing,68.3,179,0.01,12.17952064,88,18.9,87,5.68,88,198.687123,10.9,263,1
Cambodia,Developing,67.8,183,0.01,8.758214538,83,18.2,66,5.93,83,128.419568,10.8,232,0
Cambodia,Developing,67.4,186,0.01,6.914723983,86,17.6,84,6.24,86,95.244132,10.7,256,1
Cambodia,Developing,67,19,2.12,60.18591771,88,17,87,5.64,88,882.491462,10.7,263,1
Cambodia,Developing,66.6,192,2.2,56.88416481,89,16.4,88,5.95,89,785.6928841,10.6,266,1
Cambodia,Developing,66.1,195,2.13,48.35423978,92,15.9,95,6.36,94,738.2326684,10.5,281,1
Cambodia,Developing,65.6,199,2.24,53.10009046,91,15.3,91,5.55,91,745.7877873,10.5,273,1
Cambodia,Developing,65,24,2.08,57.73516711,82,14.8,82,3.75,82,631.675789,10.3,246,0
Cambodia,Developing,64.1,216,2.03,51.50447119,8,14.3,8,4.48,8,539.8791529,10.1,24,0
Cameroon,Developing,56.7,366,0.01,61.39263642,87,28.4,86,4.1,87,1441.1417,10.4,260,1
Cameroon,Developing,56.4,364,0.01,63.07890158,89,27.8,88,4.29,89,1365.34419,10.4,266,1
Cameroon,Developing,55.9,369,0.01,68.55839112,85,27.2,85,4.34,85,1255.648189,10.4,255,1
Cameroon,Developing,55.6,371,6.19,83.18071241,82,26.6,8,3.96,82,1295.649726,10,172,0
Cameroon,Developing,55.3,37,6.15,100.8987451,84,26,83,5.28,84,1182.869227,9.7,251,1
Cameroon,Developing,54.8,373,5.89,9.042540892,8,25.4,79,5.7,8,123.19538,9.2,95,0
Cameroon,Developing,54.2,382,5.9,68.7073044,84,24.9,82,5.18,84,1233.524316,8.8,250,0
Cameroon,Developing,53.6,395,5.44,7.562892922,82,24.4,81,4.76,82,111.71186,8,245,0
Cameroon,Developing,53.3,394,5.22,0.962497052,81,23.8,78,4.69,81,12.989164,8.2,240,0
Cameroon,Developing,52.8,4,5.03,73.03276195,79,23.3,79,4.75,8,952.1872484,8.3,166,0
Canada,Developing,82,65,8.1,102.1902168,55,66.4,91,1.45,91,544.43376,15.9,237,0
Canada,Developing,81.8,67,8.2,9733.228019,55,65.8,91,1.67,91,52413.72116,15.9,237,0
Canada,Developing,81.6,68,8.3,9748.636237,7,65.3,99,1.78,95,52496.69487,15.9,201,0
Canada,Developing,81.5,68,8.2,971.9280384,7,64.7,87,1.82,87,5282.2176,15.9,181,0
Canada,Developing,81.2,7,8.4,8649.674911,56,64.1,88,11.2,89,47447.4762,15.9,233,0
Canada,Developing,81,72,8.4,864.94993,42,63.6,89,11.17,91,4773.45436,15.9,222,0
Canada,Developing,87,74,8.3,8433.936814,28,63,89,1.3,92,46596.33599,15.8,209,0
Canada,Developing,85,74,8.3,7946.743581,14,62.5,9,9.83,94,44544.5268,15.8,117,0
Canada,Developing,85,75,8.2,771.1817686,14,61.9,95,9.75,95,4386.69948,15.8,204,0
Canada,Developing,81,76,8,6333.177967,14,61.3,93,9.57,93,36189.58838,15.8,200,0
Canada,Developing,80,77,7.8,5513.329924,14,6.6,91,9.56,91,31979.87195,15.8,196,0
Canada,Developing,79.7,78,7.7,4687.845565,14,6,88,9.54,91,28172.14883,15.8,193,0
Central African Republic,Developing,58,437,0.01,53.43964323,47,22.1,47,4.2,47,377.132274,7.1,141,0
Central African Republic,Developing,49.9,451,0.01,52.37766601,23,21.6,23,3.82,23,337.4849614,7.1,69,0
Central African Republic,Developing,53,439,0.01,7.344808214,47,21.2,47,3.62,47,486.41114,7.1,141,0
Central African Republic,Developing,49.8,443,1.66,58.52947463,47,2.7,47,3.73,47,494.336779,6.8,141,0
Central African Republic,Developing,49.2,446,1.67,43.48359197,45,2.2,46,3.9,45,446.4434494,6.6,136,0
Central African Republic,Developing,48.6,453,1.56,40.45156933,42,19.8,45,3.58,42,449.961839,6.4,129,0
Chad,Developing,52.6,362,0.01,11.3020668,37,18.7,44,3.62,37,125.998515,7.3,118,0
Chad,Developing,52.2,366,0.64,76.52382535,39,18.2,46,3.42,39,986.13177,7.3,124,0
Chad,Developing,51.8,367,0.62,57.8242709,4,17.9,51,3,4,973.472574,7.3,59,0
Chad,Developing,51.6,365,0.56,67.76269089,33,17.5,4,3.17,33,989.2363633,6.7,70,0
Chad,Developing,51.2,364,0.5,43.57328908,39,17.1,43,2.95,39,896.5697341,6.7,121,0
Chad,Developing,57,37,0.47,4.982900401,24,16.7,32,3.31,24,84.455939,6.3,80,0
Chad,Developing,49.6,394,0.45,49.09198224,17,16.4,3,2.92,19,929.772391,6,39,0
Chile,Developing,83,83,7.16,2352.999591,95,63.1,95,7.79,95,14817.37778,16.2,285,1
Chile,Developing,81,84,7.2,2442.222054,9,62.5,9,7.53,91,15941.39722,15.6,109,0
Chile,Developing,79.9,84,6.76,2260.777642,9,61.8,9,7.24,9,15431.9293,15.5,27,0
Chile,Developing,79.8,86,7.26,211.614293,94,61.2,93,7,94,1475.69242,15.4,281,1
Chile,Developing,79.1,89,7.93,177.4925143,92,6.6,92,6.97,92,1286.17764,15.2,276,1
Chile,Developing,79.3,91,7.67,181.525923,94,59.9,94,7.39,94,1243.32824,15.3,282,1
Chile,Developing,79.6,88,7.31,241.5533381,95,59.3,95,6.87,95,1781.3668,15.2,285,1
Chile,Developing,78.9,9,7.39,209.4875875,92,58.7,95,6.35,96,1526.87746,14.8,283,1
Chile,Developing,78.9,91,7.33,1275.689625,95,58.1,94,6.18,94,9484.681227,14.9,283,1
China,Developing,75.8,86,5.78,109.8743903,99,31.9,99,5.55,99,7683.5238,13.1,297,1
China,Developing,75.6,88,5.79,9.955532032,99,3.9,99,5.39,99,777.77594,12.7,297,1
China,Developing,75.4,89,5.74,94.4344566,99,3,99,5.26,99,6337.882993,12.4,297,1
China,Developing,75.2,91,5.63,91.26749779,99,29,99,5.3,99,5633.79616,12.8,297,1
China,Developing,75,92,5.75,5.660754839,99,28.1,99,4.89,99,456.512487,12.5,297,1
China,Developing,74.9,93,4.88,50.28348923,99,27.3,99,5.8,99,3838.434292,12.2,297,1
China,Developing,74.5,97,4.27,39.22509728,95,26.5,99,4.59,97,3471.247547,11.9,291,1
China,Developing,74.4,96,3.88,312.6624819,92,25.7,94,4.32,93,2695.366223,11.4,279,1
China,Developing,74.2,98,3.28,29.74342979,91,24.9,94,4.52,93,299.229676,11,278,1
China,Developing,73.9,99,2.92,171.6596026,84,24.1,87,4.66,87,1753.4178,10.6,258,1
China,Developing,73.5,11,3.04,1.58668462,79,23.4,87,4.72,87,158.668462,10.2,253,1
China,Developing,73.1,13,2.96,122.9365349,75,22.6,87,4.82,86,1288.642924,9.9,248,0
China,Developing,72.7,16,2.91,106.3590358,7,21.9,86,4.79,86,1148.5857,9.7,179,0
China,Developing,72.2,11,2.84,14.23064496,65,21.2,86,4.56,86,153.1824,9.6,237,0
China,Developing,71.7,115,3.06,17.46057369,6,2.5,86,4.6,85,959.372181,9.5,177,0
Colombia,Developing,74.6,144,4.38,1435.487755,9,57.2,9,7.2,9,7913.383432,13.6,27,0
Colombia,Developing,74.4,145,4.41,15.16255482,91,56.4,91,6.84,91,83.5863,13.3,273,1
Colombia,Developing,74.3,143,4.44,1487.896562,92,55.7,91,6.93,91,7884.984429,13.2,274,1
Colombia,Developing,74.2,144,4.37,184.3073618,85,55,85,6.64,85,7227.73968,13,255,1
Colombia,Developing,73.6,15,4.28,113.2436346,88,54.2,88,6.76,88,625.65544,12.8,264,1
Colombia,Developing,73.6,15,4.34,941.6464045,92,53.5,92,7.1,92,5148.422113,12.4,276,1
Colombia,Developing,73.5,146,4.45,978.07041,92,52.8,92,6.62,92,5433.7245,12.2,276,1
Colombia,Developing,73.5,144,4.66,780.5946749,93,52,93,6.25,93,4674.21961,11.9,279,1
Colombia,Developing,73.1,147,4.53,62.43710774,93,51.3,94,6.11,93,379.78776,11.5,280,1
Colombia,Developing,73.1,144,4.38,531.9808176,93,5.5,93,5.82,93,3386.256,11.1,279,1
Colombia,Developing,72.8,148,4.26,42.17956418,89,49.8,89,5.37,89,274.249442,11.3,267,1
Colombia,Developing,72.4,15,4.25,417.8038898,92,49,92,5.92,92,2246.257472,11.6,276,1
Colombia,Developing,71.8,163,4.45,393.8773633,78,48.2,83,5.67,81,2355.725857,11.5,242,0
Colombia,Developing,71.5,165,4.43,404.4205858,8,47.5,83,5.96,8,2395.856551,11.4,99,0
Colombia,Developing,71.4,167,4.66,477.1341814,78,46.7,82,5.91,79,2472.197831,11.3,239,0
Comoros,Developing,63.2,23,0.01,73.86584922,88,23.7,87,6.75,87,852.954379,11.1,262,1
Comoros,Developing,62.9,233,0.01,61.57443584,88,23.2,85,6.51,87,834.341949,10.9,260,1
Comoros,Developing,62.5,237,0.01,78.39008571,89,22.6,85,7.11,86,788.632653,10.8,260,1
Comoros,Developing,62.2,241,0.12,59.6596497,83,22.1,85,6.1,83,829.7586885,10.6,251,1
Comoros,Developing,61.8,246,0.15,47.30421873,74,21.6,82,5.82,74,769.1742883,10.5,230,0
Comoros,Developing,61.3,251,0.17,56.98952474,83,21.1,84,3.82,83,778.5454199,10.3,250,0
Comoros,Developing,61,255,0.12,93.36788979,81,2.6,81,5.13,81,795.97519,10.2,243,0
Comoros,Developing,66,259,0.16,9.087638194,75,2.1,75,4.93,75,72.759313,10,225,0
Comoros,Developing,63,262,0.25,77.0283958,69,19.6,69,4.57,69,648.38717,9.9,207,0
Comoros,Developing,60,266,0.24,69.9675435,68,19.2,67,4.32,68,621.93372,9.7,203,0
Comoros,Developing,59.8,269,0.27,7.212110766,77,18.8,73,3.96,76,616.4197236,9.5,226,0
Comoros,Developing,59.6,271,0.26,45.09010835,28,18.4,8,3.65,8,544.566526,9.2,44,0
Costa Rica,Developing,79.5,96,3.45,384.5129138,91,59.5,91,9.31,91,1647.44179,13.9,273,1
Costa Rica,Developing,79.4,96,3.42,386.1379123,94,58.5,95,9.47,95,1569.66631,13.7,284,1
Costa Rica,Developing,79.2,97,3.34,2568.237059,91,57.5,9,9.56,91,9985.36959,13.6,191,0
Costa Rica,Developing,79,98,3.41,2429.854745,84,56.5,82,9.73,85,9186.59639,13.4,251,1
Costa Rica,Developing,78.1,16,3.58,2377.010299,89,55.5,93,9.66,88,8199.414621,13.3,270,1
Costa Rica,Developing,79.2,96,4.07,24.88720369,87,54.4,8,9.69,86,689.396224,13.1,181,0
Costa Rica,Developing,78.9,99,4.22,1859.095621,89,53.4,89,9.1,9,6911.136136,12.9,187,0
Costa Rica,Developing,78.9,93,4.2,150.8891479,89,52.4,89,8.37,89,612.623418,12.8,267,1
Costa Rica,Developing,78,16,4.15,1185.412346,88,51.4,89,7.82,89,5245.187372,12.6,266,1
Costa Rica,Developing,78.6,97,4.1,1002.833273,9,5.3,91,7.74,91,4697.11135,12.4,191,0
Costa Rica,Developing,77.7,12,4.09,1043.10795,89,49.3,9,7.8,9,4425.57467,12.2,107,0
Costa Rica,Developing,78,1,4.04,1070.268999,86,48.3,88,8.45,88,4167.71417,12.1,262,1
Costa Rica,Developing,78.3,99,4.17,112.9493745,94,47.3,94,8.23,94,462.14965,11.9,282,1
Costa Rica,Developing,77.5,1,4.29,868.3713593,8,46.4,92,7.25,91,3981.52847,11.7,191,0
Costa Rica,Developing,77.6,98,4.34,94.17819458,89,45.4,8,7.12,88,388.363689,11.6,185,0
Croatia,Developed,77.8,97,12.14,1884.098811,95,63.1,95,7.8,95,13467.46827,15.1,285,1
Croatia,Developed,77.7,97,12.39,1899.107385,96,62.5,96,7.83,96,13574.749,14.9,288,1
Croatia,Developed,77.1,14,11.49,1851.713262,98,61.9,96,7.8,96,13235.97757,14.6,290,1
Croatia,Developed,77,14,12.19,1913.356642,97,61.3,96,7.8,96,14539.18421,14.5,289,1
Croatia,Developed,76.6,16,12.1,206.8868182,97,6.6,97,8.25,97,1355.74586,14.2,291,1
Croatia,Developed,76.3,19,12.21,2160.380199,97,6,96,8.18,96,14157.14416,14.2,289,1
Croatia,Developed,76,116,12.06,2425.403891,97,59.4,96,7.7,96,15893.8656,14.3,289,1
Croatia,Developed,75.8,114,12.56,2019.812779,95,58.7,96,7.44,96,13546.69872,14.3,287,1
Cuba,Developing,79,93,4.37,13.6691019,97,6.7,99,11.6,99,75.5199,14,295,1
Cuba,Developing,78.7,96,4.18,95.67571176,96,59.9,99,9.48,99,676.15344,14.7,294,1
Cuba,Developing,78.7,96,4.16,742.1961992,96,59.2,98,8.59,99,6425.941119,15.7,293,1
Cuba,Developing,78.8,92,4.14,102.0645784,96,58.4,99,1.6,97,675.92436,16.5,292,1
Cuba,Developing,78,98,4.13,787.2808163,96,57.7,99,1.19,96,5676.14143,17.6,291,1
Cuba,Developing,78.1,11,4.01,818.8771016,96,56.9,99,11.78,96,5484.7763,17.7,291,1
Cuba,Developing,77.9,12,4.26,708.6157966,95,56.2,99,1.79,95,5376.447622,17.1,289,1
Cuba,Developing,78.1,14,4.13,750.7147641,93,55.4,99,1.42,93,5184.494227,16,285,1
Cuba,Developing,78,14,4.17,523.4724284,89,54.6,99,7.67,89,4669.6916,14.7,277,1
Cuba,Developing,77.2,19,4.48,518.9359221,95,53.8,99,9.39,89,3779.577,14.2,283,1
Cuba,Developing,77.3,17,4.38,4.484254579,99,53,98,6.14,88,339.716256,13.2,285,1
Cuba,Developing,77.4,18,4.39,60.34145124,99,52.1,98,6.31,72,3192.669378,12.9,269,1
Cuba,Developing,77.7,19,4.1,334.7672107,98,51.3,98,6.5,99,2994.339988,12.5,295,1
Cuba,Developing,76.7,115,4.04,322.5863149,98,5.4,99,6.27,98,2832.188893,12.3,295,1
Cuba,Developing,76.9,115,3.92,49.34007756,98,49.4,98,6.7,95,2741.11542,12.1,291,1
Cyprus,Developed,83,53,0.01,207.3041936,96,59.8,99,7.37,99,2734.88382,14,294,1
Cyprus,Developed,81,54,9.04,212.0859259,96,59.2,99,7.46,99,2797.96736,13.8,294,1
Cyprus,Developed,80,56,10.55,2159.756205,96,58.7,99,7.44,99,28951.15556,13.8,294,1
Cyprus,Developed,79.7,57,10.69,2443.325028,96,58.3,99,7.54,99,32233.83942,13.8,294,1
Cyprus,Developed,79.5,59,11.32,283.3300258,96,57.8,99,7.23,99,3818.46396,14.6,294,1
Cyprus,Developed,79.3,6,10.8,230.2524184,96,57.3,99,7.4,99,3215.8159,14.1,294,1
Cyprus,Developed,79.1,62,12.01,239.6409938,93,56.8,97,6.89,97,3539.7488,13.7,287,1
Cyprus,Developed,78.9,63,11.56,1958.525877,93,56.3,97,6.5,97,31386.63265,13.5,287,1
Cyprus,Developed,78.8,64,11.47,1700.841534,93,55.8,97,6.28,97,27169.99256,13.4,287,1
Cyprus,Developed,78.7,65,11.41,1562.520827,88,55.3,98,6.37,98,25324.48666,13.5,284,1
Cyprus,Developed,78.6,65,13.03,1586.724172,88,54.8,98,6.42,98,23932.49128,13.4,284,1
Cyprus,Developed,78.5,66,10.62,158.7087399,88,54.3,98,6.83,98,2293.4789,13,284,1
Cyprus,Developed,78.4,68,11.68,1128.050886,88,53.8,98,6.12,98,16372.29152,12.5,284,1
Cyprus,Developed,78.2,69,10.16,100.8086193,89,53.3,97,5.78,97,1562.92433,12.4,283,1
Cyprus,Developed,78.1,7,9.56,950.8027925,89,52.8,97,5.77,97,14672.8826,12.5,283,1
Djibouti,Developing,63,252,0.38,24.73299655,78,34.4,78,1.57,78,174.91511,6.3,234,0
Djibouti,Developing,62.7,256,0.53,229.4410095,82,33.8,82,9.14,82,1622.637974,6.3,246,0
Djibouti,Developing,62.2,263,0.52,217.2125786,81,33.2,81,8.95,81,1536.15685,6.3,243,0
Djibouti,Developing,61.8,268,0.39,20.35974738,87,32.7,87,8.71,87,143.986898,5.9,261,1
Djibouti,Developing,61.3,273,0.44,187.4960097,88,32.2,88,8.84,88,1325.99724,5.5,264,1
Djibouti,Developing,69,279,0.49,177.2671607,89,31.7,89,8.37,89,1253.657431,5.3,267,1
Djibouti,Developing,62,289,0.49,171.7686449,88,31.3,89,8.5,89,1214.77118,5,266,1
Djibouti,Developing,59.8,296,0.45,20.86878709,25,3.9,88,7.72,88,147.586896,4.5,201,0
Dominican Republic,Developing,73.6,154,5.92,1088.244952,89,57.9,9,4.38,91,6268.692122,13.2,189,0
Dominican Republic,Developing,73.4,157,5.93,97.52211538,8,56.8,82,4.12,83,627.55544,13.2,173,0
Dominican Republic,Developing,72.1,174,5.93,857.1307037,74,55.8,85,4.26,85,5968.876767,13.1,244,0
Dominican Republic,Developing,73.1,16,5.91,843.7876995,8,54.7,84,4.22,84,5759.643,13,176,0
Dominican Republic,Developing,72.7,166,6.02,664.5585242,83,53.6,85,4.6,88,5451.6696,12.9,256,1
Dominican Republic,Developing,73.6,157,6.05,587.8828228,8,52.6,85,4.41,82,4952.67753,12.9,175,0
Dominican Republic,Developing,73.3,161,6.12,49.09241952,81,51.5,86,4.2,82,511.37937,12.8,249,0
Dominican Republic,Developing,72.9,164,6.05,74.8217488,81,5.4,86,4.34,85,4647.31359,12.7,252,1
Dominican Republic,Developing,72.3,178,6.2,352.9551269,84,49.3,88,4.34,89,3836.468771,12.6,261,1
Dominican Republic,Developing,69.7,28,5.71,289.7418649,87,48.2,86,4.26,87,3681.5993,12.6,260,1
Dominican Republic,Developing,69.3,214,5.16,182.6162515,82,47.2,66,4.28,79,2421.9662,12.5,227,0
Dominican Republic,Developing,73,22,6.32,293.0196601,79,46.1,65,5.53,79,2372.628827,12.4,223,0
Dominican Republic,Developing,71.4,189,6.43,4.67359227,63,45.1,74,5.79,82,38.46578,12.3,219,0
Dominican Republic,Developing,71.2,188,6.13,340.0239945,66,44.1,71,5.59,72,2862.154836,12.3,209,0
Dominican Republic,Developing,72,176,6.58,44.79247812,68,43.1,71,5.9,78,282.4242,12.2,217,0
Ecuador,Developing,76,121,3.82,79.11626341,83,53.5,84,9.16,83,6432.216537,14,250,0
Ecuador,Developing,76,121,3.77,59.12850204,87,52.8,87,7.29,87,674.9829,13.4,261,1
Ecuador,Developing,75.5,127,3.92,41.88087712,88,52.1,85,6.48,87,572.14313,13.3,260,1
Ecuador,Developing,75.3,131,3.99,344.7412164,88,51.4,85,5.92,88,5223.351763,13.2,261,1
Ecuador,Developing,75,134,3.95,367.9285652,9,5.7,88,5.9,91,4657.32361,13.1,188,0
Ecuador,Developing,75.1,137,3.87,282.1440066,91,5,91,5.58,94,4255.56571,13.1,276,1
